Ocean,Country,Depth_M,Percent_Bleaching,Temperature_Mean,Temperature_MIN,Temperature_MAX,Year_Month,ocean_coordinate,latitude,longitude
Indian,India,,56.45,28.53000000000003,25.140000000000043,33.34000000000003,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,64.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,66.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,67.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,67.28,28.49000000000001,25.65000000000003,33.14000000000004,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,69.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,69.49,28.590000000000032,24.99000000000001,33.950000000000045,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,79.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,81.8,28.510000000000048,24.83000000000004,32.110000000000014,1998-06,North Indian Ocean,10.0,80.0
Indian,India,,82.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,85.0,28.44,24.54000000000002,31.730000000000015,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,85.0,28.55000000000001,24.710000000000036,33.55000000000001,1998-05,North Indian Ocean,10.0,80.0
Indian,India,,89.26,28.65000000000003,24.94,33.200000000000045,1998-07,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.870000000000005,24.370000000000005,34.58000000000004,1998-06,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.480000000000015,25.170000000000016,32.210000000000036,1998-05,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.390000000000043,24.390000000000043,32.18000000000001,1998-05,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.480000000000015,24.99000000000001,31.81,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.52000000000004,24.620000000000005,32.950000000000045,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.510000000000048,25.360000000000017,32.64000000000004,2010-05,North Indian Ocean,10.0,80.0
Indian,India,,75.0,28.629999999999995,25.32000000000005,34.07000000000005,2010-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.680000000000007,25.390000000000043,31.79000000000002,1998-04,North Indian Ocean,10.0,80.0
Indian,Maldives,6.5,75.0,28.870000000000005,25.480000000000015,32.05000000000001,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.79000000000002,25.670000000000016,31.710000000000036,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.78000000000003,25.610000000000017,32.160000000000025,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,6.5,75.0,28.640000000000043,25.07000000000005,32.83000000000004,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,1.15,75.0,28.640000000000043,25.07000000000005,32.07000000000005,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.79000000000002,25.840000000000032,31.930000000000007,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.680000000000007,25.24000000000001,32.33000000000004,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.680000000000007,25.24000000000001,32.33000000000004,1998-08,North Indian Ocean,10.0,80.0
Indian,Maldives,20.0,75.0,28.640000000000043,25.110000000000017,31.610000000000017,1998-05,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.69,25.430000000000007,31.390000000000043,1998-07,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.760000000000048,24.930000000000007,31.90000000000003,1998-08,North Indian Ocean,10.0,80.0
Indian,Maldives,30.0,75.0,28.69,24.760000000000048,31.77000000000004,1998-08,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.730000000000015,25.360000000000017,31.99000000000001,1998-08,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.700000000000045,25.24000000000001,31.82000000000005,1998-08,North Indian Ocean,10.0,80.0
Indian,Maldives,,75.0,28.69,25.860000000000017,31.850000000000023,1998-08,North Indian Ocean,10.0,80.0
Indian,Sri Lanka,,75.0,28.08000000000004,23.670000000000016,32.670000000000016,1998-04,North Indian Ocean,10.0,80.0
Indian,Sri Lanka,,75.0,28.180000000000007,24.19,31.80000000000001,1998-04,North Indian Ocean,10.0,80.0
Indian,Sri Lanka,,75.0,28.28000000000003,24.170000000000016,32.02000000000004,1998-04,North Indian Ocean,10.0,80.0
Indian,Sri Lanka,,75.0,28.360000000000017,24.24000000000001,32.05000000000001,1998-04,North Indian Ocean,10.0,80.0
