Ocean,Country,Depth_M,Percent_Bleaching,Temperature_Mean,Temperature_MIN,Temperature_MAX,Year_Month
Arabian Gulf,United Arab Emirates,4.0,60.0,27.610000000000014,16.410000000000025,37.620000000000005,2011-09
Arabian Gulf,Iran,,61.06,27.379999999999995,18.32000000000005,35.379999999999995,2007-08
Arabian Gulf,United Arab Emirates,5.5,70.0,27.730000000000018,16.879999999999995,36.900000000000034,2009-08
Arabian Gulf,Bahrain,,80.0,25.80000000000001,13.740000000000009,37.47000000000003,1996-09
Arabian Gulf,Bahrain,,80.0,25.970000000000027,14.580000000000041,37.57000000000005,1996-10
Arabian Gulf,United Arab Emirates,4.0,80.0,27.670000000000016,17.120000000000005,36.69,2011-09
Arabian Gulf,Bahrain,,100.0,25.930000000000007,14.120000000000005,37.85000000000002,1996-09
Arabian Gulf,Bahrain,,100.0,25.810000000000002,14.360000000000014,37.110000000000014,1996-09
Arabian Gulf,Bahrain,,100.0,25.980000000000018,14.210000000000036,37.39000000000004,1996-09
Arabian Gulf,Bahrain,,100.0,25.99000000000001,14.360000000000014,37.460000000000036,1996-09
Arabian Gulf,Bahrain,,100.0,25.970000000000027,14.580000000000041,37.57000000000005,1996-10
Arabian Gulf,United Arab Emirates,,100.0,27.700000000000045,17.710000000000036,36.35000000000002,1996-06
Arabian Gulf,Bahrain,,75.0,25.810000000000002,14.360000000000014,37.110000000000014,1998-08
Arabian Gulf,Bahrain,,75.0,25.99000000000001,15.300000000000011,37.29000000000002,1998-08
Arabian Gulf,Bahrain,,75.0,26.04000000000002,15.850000000000023,36.80000000000001,1998-08
Arabian Gulf,Kuwait,,75.0,24.450000000000045,12.870000000000005,35.19,2000-09
Arabian Gulf,Saudi Arabia,,75.0,25.629999999999995,13.860000000000014,36.960000000000036,1998-08
Arabian Gulf,United Arab Emirates,,75.0,27.610000000000014,17.010000000000048,36.710000000000036,2000-07
Arabian Gulf,United Arab Emirates,,75.0,27.78000000000003,17.77000000000004,36.35000000000002,2002-08
Arabian Gulf,United Arab Emirates,,75.0,27.689999999999998,18.0,36.49000000000001,1996-08
Arabian Gulf,United Arab Emirates,,75.0,27.689999999999998,18.0,36.49000000000001,1998-08
Arabian Gulf,United Arab Emirates,,75.0,27.5,16.5,39.99000000000001,1996-08
Arabian Gulf,United Arab Emirates,,75.0,27.400000000000034,16.350000000000023,39.99000000000001,1998-08
Arabian Gulf,United Arab Emirates,4.5,75.0,27.80000000000001,17.83000000000004,39.99000000000001,2007-09
Arabian Gulf,Bahrain,,30.5,26.30000000000001,16.390000000000043,36.110000000000014,1998-08
Arabian Gulf,Kuwait,,30.5,24.55000000000001,12.920000000000016,35.960000000000036,2000-09
Arabian Gulf,United Arab Emirates,,30.5,27.57000000000005,17.24000000000001,37.420000000000016,2007-09
Arabian Gulf,Saudi Arabia,,5.5,25.670000000000016,13.980000000000018,35.660000000000025,1998-08
Arabian Gulf,United Arab Emirates,,5.5,27.700000000000045,17.710000000000036,36.35000000000002,1998-06
Arabian Gulf,United Arab Emirates,,5.5,27.710000000000036,16.890000000000043,36.960000000000036,1996-08
Arabian Gulf,United Arab Emirates,,5.5,27.74000000000001,18.379999999999995,36.410000000000025,1996-08
Arabian Gulf,Iran,4.0,0.0,27.58000000000004,17.870000000000005,36.47000000000003,2016-04
Arabian Gulf,Iran,10.0,0.0,27.53000000000003,18.49000000000001,36.29000000000002,2016-04
Arabian Gulf,Iran,7.0,0.0,27.53000000000003,18.49000000000001,36.29000000000002,2016-04
Arabian Gulf,Iran,3.0,0.0,27.660000000000025,18.620000000000005,36.74000000000001,2017-03
Arabian Gulf,Iran,4.0,0.0,27.680000000000007,18.57000000000005,36.89000000000004,2017-03
Arabian Gulf,Iran,3.0,0.0,27.670000000000016,18.78000000000003,36.400000000000034,2017-03
Arabian Gulf,Iran,5.0,0.0,27.27000000000004,18.420000000000016,35.870000000000005,2017-02
Arabian Gulf,Iran,4.0,0.0,27.060000000000002,18.950000000000045,35.34000000000003,2012-12
Arabian Gulf,Oman,4.0,0.0,27.100000000000023,19.460000000000036,35.05000000000001,2013-10
Arabian Gulf,Oman,7.5,0.0,27.100000000000023,19.460000000000036,35.05000000000001,2010-10
Arabian Gulf,Oman,6.0,0.0,27.100000000000023,19.460000000000036,35.05000000000001,2012-10
Arabian Gulf,Oman,2.0,0.0,27.100000000000023,19.460000000000036,35.05000000000001,2012-10
Arabian Gulf,Oman,4.0,0.0,27.100000000000023,19.460000000000036,35.05000000000001,2010-10
Arabian Gulf,Oman,3.0,0.0,27.960000000000036,20.230000000000018,35.04000000000002,2017-01
Arabian Gulf,Oman,6.0,0.0,27.960000000000036,20.230000000000018,35.04000000000002,2017-01
Arabian Gulf,Oman,4.0,0.0,27.310000000000002,19.400000000000034,34.27000000000004,2014-10
Arabian Gulf,Oman,3.0,0.0,27.310000000000002,19.400000000000034,34.27000000000004,2009-10
Arabian Gulf,Oman,6.5,0.0,27.310000000000002,19.400000000000034,34.27000000000004,2009-10
Arabian Gulf,Oman,3.5,0.0,27.310000000000002,19.400000000000034,34.27000000000004,2010-10
Arabian Gulf,Oman,6.0,0.0,27.310000000000002,19.400000000000034,34.27000000000004,2014-10
Arabian Gulf,Oman,8.0,0.0,27.450000000000045,19.400000000000034,34.73000000000002,2014-10
Arabian Gulf,Oman,9.0,0.0,27.350000000000023,19.590000000000032,35.44,2009-10
Arabian Gulf,Oman,3.2,0.0,27.350000000000023,19.590000000000032,35.44,2009-10
