Ocean,Country,Depth_M,Percent_Bleaching,Temperature_Mean,Temperature_MIN,Temperature_MAX,Year_Month,ocean_coordinate,latitude,longitude
Indian,Mauritius,3.5,55.0,25.25,21.08000000000004,30.33000000000004,2005-03,South Indian Ocean,-30.0,90.0
Indian,Mauritius,3.0,60.0,25.24000000000001,21.120000000000005,30.33000000000004,2005-03,South Indian Ocean,-30.0,90.0
Indian,Madagascar,,65.0,26.260000000000048,22.140000000000043,32.370000000000005,2005-03,South Indian Ocean,-30.0,90.0
Indian,Seychelles,23.0,70.0,26.670000000000016,21.80000000000001,32.84000000000003,1998-05,South Indian Ocean,-30.0,90.0
Indian,Mauritius,,75.0,25.140000000000043,20.920000000000016,30.350000000000023,2002-02,South Indian Ocean,-30.0,90.0
Indian,Mauritius,,75.0,25.31,21.07000000000005,30.100000000000023,2002-02,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,88.0,27.129999999999995,22.760000000000048,32.55000000000001,1998-04,South Indian Ocean,-30.0,90.0
Indian,Mauritius,1.25,90.0,25.25,21.08000000000004,30.33000000000004,2002-02,South Indian Ocean,-30.0,90.0
Indian,Mauritius,2.5,90.0,25.27000000000004,21.02000000000004,30.40000000000003,2002-02,South Indian Ocean,-30.0,90.0
Indian,Comoro Islands,,75.0,27.57000000000005,23.33000000000004,33.01000000000005,1998-05,South Indian Ocean,-30.0,90.0
Indian,Comoro Islands,,75.0,27.55000000000001,23.49000000000001,32.200000000000045,1998-05,South Indian Ocean,-30.0,90.0
Indian,Madagascar,,75.0,26.090000000000032,21.350000000000023,32.650000000000034,2001-02,South Indian Ocean,-30.0,90.0
Indian,Madagascar,,75.0,26.54000000000002,22.350000000000023,32.39000000000004,2005-04,South Indian Ocean,-30.0,90.0
Indian,Madagascar,,75.0,26.79000000000002,21.890000000000043,32.26000000000005,2005-04,South Indian Ocean,-30.0,90.0
Indian,Madagascar,,75.0,26.55000000000001,21.680000000000007,32.450000000000045,2005-04,South Indian Ocean,-30.0,90.0
Indian,Madagascar,,75.0,26.55000000000001,21.82000000000005,32.76000000000005,1998-05,South Indian Ocean,-30.0,90.0
Indian,Mauritius,1.0,75.0,25.27000000000004,21.02000000000004,30.40000000000003,2002-03,South Indian Ocean,-30.0,90.0
Indian,Mauritius,,75.0,25.33000000000004,20.610000000000017,29.850000000000023,2004-03,South Indian Ocean,-30.0,90.0
Indian,Mozambique,,75.0,27.24000000000001,22.960000000000036,31.890000000000043,1999-03,South Indian Ocean,-30.0,90.0
Indian,Mozambique,,75.0,24.980000000000015,20.77000000000004,29.5,2005-04,South Indian Ocean,-30.0,90.0
Indian,Mozambique,,75.0,25.510000000000048,21.620000000000005,31.890000000000043,2005-04,South Indian Ocean,-30.0,90.0
Indian,Mozambique,,75.0,24.430000000000007,19.65000000000003,30.730000000000015,2005-04,South Indian Ocean,-30.0,90.0
Indian,Seychelles,16.5,75.0,26.720000000000027,21.58000000000004,31.27000000000004,1998-02,South Indian Ocean,-30.0,90.0
Indian,Seychelles,13.5,75.0,27.340000000000032,22.890000000000043,32.23000000000002,1998-02,South Indian Ocean,-30.0,90.0
Indian,Seychelles,7.0,75.0,27.890000000000043,23.19,32.420000000000016,1998-02,South Indian Ocean,-30.0,90.0
Indian,Seychelles,15.0,75.0,27.340000000000032,22.890000000000043,32.23000000000002,1998-04,South Indian Ocean,-30.0,90.0
Indian,Seychelles,15.0,75.0,26.80000000000001,21.950000000000045,32.49000000000001,1998-04,South Indian Ocean,-30.0,90.0
Indian,Seychelles,,75.0,27.860000000000017,23.49000000000001,32.30000000000001,1998-04,South Indian Ocean,-30.0,90.0
Indian,Seychelles,,75.0,27.850000000000023,22.950000000000045,32.53000000000003,1998-05,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.370000000000005,22.33000000000004,32.14000000000004,1998-03,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.129999999999995,22.760000000000048,32.55000000000001,1998-03,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.129999999999995,22.950000000000045,31.83000000000004,1998-05,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.230000000000015,22.629999999999995,32.150000000000034,1998-05,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.340000000000032,22.700000000000045,32.450000000000045,1998-05,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.180000000000007,22.420000000000016,31.930000000000007,1998-10,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,75.0,27.460000000000036,22.99000000000001,32.18000000000001,1998-12,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,10.34,27.360000000000017,22.79000000000002,32.99000000000001,2010-05,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,10.46,27.28000000000003,22.700000000000045,32.64000000000004,2005-04,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,11.13,27.31,22.670000000000016,32.47000000000003,2007-04,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,11.96,27.08000000000004,22.27000000000004,32.700000000000045,2010-05,South Indian Ocean,-30.0,90.0
Indian,Tanzania,,13.48,27.390000000000043,22.33000000000004,32.14000000000004,2010-05,South Indian Ocean,-30.0,90.0
Indian,Mauritius,,13.65,25.470000000000027,21.420000000000016,30.480000000000015,2004-03,South Indian Ocean,-30.0,90.0
Indian,Mauritius,,13.65,25.470000000000027,21.420000000000016,30.480000000000015,2004-05,South Indian Ocean,-30.0,90.0
